id	filename	md5	size	state
005edaef-db0e-468a-93f4-f51cf770e7ae	005edaef-db0e-468a-93f4-f51cf770e7ae/ce0d85eb-9854-4570-b497-09039a135d7e.htseq.counts.gz	71e70b452fab89624464ffdcf9def803	265174	validated
01b63666-898d-46f6-b142-ee8f8c4b8341	01b63666-898d-46f6-b142-ee8f8c4b8341/987f8069-ca25-4f86-938f-98f963fd5bf0.htseq.counts.gz	0cc863475cb69b175b9f88d5a3f07ce4	264651	validated
02232ad8-459c-4949-9323-1f27ec12e9e3	02232ad8-459c-4949-9323-1f27ec12e9e3/7141acae-62b3-46ca-856e-208f2f6d54a8.htseq.counts.gz	74892f231eab588b60f75bf15b229143	258156	validated
028ae90f-f282-4c8b-a5b3-42f155ed89e5	028ae90f-f282-4c8b-a5b3-42f155ed89e5/db825b61-b45e-4a8d-8186-e44eb42bbe21.htseq.counts.gz	e191cebd2437892e9a06d25518ffb066	263700	validated
03e4c67f-b9b6-4e71-b038-fe76b74699ca	03e4c67f-b9b6-4e71-b038-fe76b74699ca/9f78f0ee-0cba-496f-b4a7-026b23cadb95.htseq.counts.gz	7d18f7eb7a6f5340eaf2530701ba7980	263838	validated
074873a7-2407-4d43-8de0-20d7ba592e05	074873a7-2407-4d43-8de0-20d7ba592e05/3cf1431c-e6c0-4015-ae6f-a8c48a885bba.htseq.counts.gz	ec72a4caf6baeef515ed9c80255a20d5	260428	validated
07c8cc99-db2a-4c30-8e75-247707a6027d	07c8cc99-db2a-4c30-8e75-247707a6027d/134c413b-57dd-4d6e-9a67-ba4780b0e758.htseq.counts.gz	fecf8a73ba509b87a5d3e6d295c40b01	259239	validated
081c1027-be40-483c-9cb7-31e14ccc66db	081c1027-be40-483c-9cb7-31e14ccc66db/34116336-9f5b-490b-be55-895a7e6f277e.htseq.counts.gz	194faaadeff4fe2a7de2ce83a3b79789	263623	validated
0a471b7c-4483-4ea8-b8e6-5d945a8492f2	0a471b7c-4483-4ea8-b8e6-5d945a8492f2/370ed43e-09db-4dd1-bbcf-5ec19043d076.htseq.counts.gz	37b845457043942c7407492d35169e2d	257478	validated
0b2c67a2-095a-4c7f-8a2d-4b4c1fc317c8	0b2c67a2-095a-4c7f-8a2d-4b4c1fc317c8/7faaad99-5d46-4f5f-b216-c694dd988d40.htseq.counts.gz	e88df740e7e1a52dfdc89b56fcfae9d5	263874	validated
0e4fcdfe-8715-49e2-a64d-8c80ff925980	0e4fcdfe-8715-49e2-a64d-8c80ff925980/4d8304a1-6e6a-4645-9c1a-6cd8da9ce2e5.htseq.counts.gz	c42e3ded80d6ca8e0c26c5def543dc18	262122	validated
11300fe4-2a94-4243-ba2c-e7e1cc8552b1	11300fe4-2a94-4243-ba2c-e7e1cc8552b1/61a0320d-aafa-4363-b1c6-80a07b359774.htseq.counts.gz	5f0e45ea438ac0defd9185a8aa3ac641	264434	validated
16d5f125-6448-42f9-9e71-5562e9797dda	16d5f125-6448-42f9-9e71-5562e9797dda/461dd696-2381-4084-b56c-96c5d7d73cf7.htseq.counts.gz	6cfd13c1b473f524f8cdcd8727b87259	259491	validated
1752a6f1-0650-42cf-97e2-15f65fc5ff70	1752a6f1-0650-42cf-97e2-15f65fc5ff70/452636d5-a165-4bdb-bbf3-04efd7efe7f7.htseq.counts.gz	14208672089cc460baddb990021bf0b2	255240	validated
193e68f5-bba0-420e-95f1-21e20dd1736e	193e68f5-bba0-420e-95f1-21e20dd1736e/840cf94a-9a9f-4567-977d-9ab31128ae89.htseq.counts.gz	ac5fb4111eb6b2b518124e64b6845d25	260764	validated
1cd68561-f8a3-4e27-b74b-4ebc83532dd4	1cd68561-f8a3-4e27-b74b-4ebc83532dd4/31a7a535-c256-4c8e-bbef-597571b134d6.htseq.counts.gz	a049806707164111e279dc78078ddf8e	253583	validated
1deabb0f-0a46-4794-887e-5f6fd8a952e6	1deabb0f-0a46-4794-887e-5f6fd8a952e6/a2024294-a31e-4876-afba-3811000652bc.htseq.counts.gz	1984ab49452de80a2b995532e36f4109	263046	validated
20862bfa-078f-4fc9-822b-f7272bb7480d	20862bfa-078f-4fc9-822b-f7272bb7480d/7ac11391-59f5-411e-afbb-9541f556ff44.htseq.counts.gz	d28cd7c988041f1a0a1e857446ec3039	259457	validated
21850554-2722-4039-9f81-de7aeaef85c5	21850554-2722-4039-9f81-de7aeaef85c5/0f1e2e80-1bc6-4c48-abff-06ae9663381c.htseq.counts.gz	8b4faa98eb25614657d5c0bf9501e791	256739	validated
252c2b88-0cea-42eb-b252-722532b2389e	252c2b88-0cea-42eb-b252-722532b2389e/b302a5ca-cb3c-4f56-8d0d-dcaa6b779318.htseq.counts.gz	27ebdd85d7bd14b6bfd8bcd8c9dbf4ce	263888	validated
2548f962-c2b8-43c9-9795-63bd780f3f14	2548f962-c2b8-43c9-9795-63bd780f3f14/36de0aa6-191b-4a7e-b4e7-4f37f68c9ced.htseq.counts.gz	564a40d66a1bf9e7057a0135e796d8e7	262131	validated
2588cc43-66e3-4f93-9ae0-4acdb5e65691	2588cc43-66e3-4f93-9ae0-4acdb5e65691/9a0c6c0a-262f-4177-8caa-7a73e5b78a47.htseq.counts.gz	e2306e45978f73d210976cf867afd531	264063	validated
26188914-c2a0-4fcf-92fe-b7854a0d8f6a	26188914-c2a0-4fcf-92fe-b7854a0d8f6a/b665d621-29b2-4b27-8168-9edc0a4e0958.htseq.counts.gz	c29c381a6ef57ebe24fa5c4c7c553119	260627	validated
27066272-aaaf-449c-8982-14998d541271	27066272-aaaf-449c-8982-14998d541271/36d51af5-ac20-4505-a9b4-d3334a0bcca6.htseq.counts.gz	eb47981ef2684c3c9abb73e6f08ee0b7	261266	validated
